Filename,ClassId
05305,10
08279,35
01952,5
11356,38
00996,25
03387,30
05923,13
02889,10
05509,23
08822,8
03002,1
04855,10
10461,31
07291,5
05453,8
05069,25
03268,12
00559,19
03727,1
06659,25
06147,22
04599,1
02065,25
09114,31
06480,25
02914,9
12383,1
01802,4
12247,2
03258,36
04088,17
08712,38
04330,25
01694,5
08137,3
01329,17
09762,25
08883,4
02591,14
06838,28
00536,38
00265,2
06479,17
07979,2
08022,5
05963,3
00796,15
00438,8
11301,10
10899,13
07264,6
12158,25
02301,1
04894,3
10988,1
01421,10
03854,1
06002,0
04356,13
04521,4
07442,22
05377,15
08068,22
09164,8
02823,12
08206,1
07756,8
00647,7
11370,5
06120,2
00369,13
05784,38
05111,1
09354,15
10379,10
08480,23
07418,12
08053,38
09582,3
07138,13
02867,1
08845,14
12595,25
04009,8
11708,3
04018,2
12276,42
02109,1
01361,5
08350,9
02500,33
05538,11
05505,38
00911,13
02321,3
11926,35
05827,35
10305,8
08929,2
09668,22
02949,17
07991,11
01994,11
04796,25
10363,18
01047,11
03586,18
03377,12
09702,33
00693,13
02103,2
01750,26
04039,5
02437,8
00998,9
07838,2
11298,40
12578,9
12415,1
11827,33
06123,17
05064,11
10992,42
06975,12
01706,18
05834,28
09469,38
03900,1
11885,9
00715,5
05215,1
06826,25
12013,14
07701,5
10849,3
09140,30
03646,1
11872,15
08557,1
01321,9
03944,7
10575,40
04144,35
07248,33
01084,5
02234,7
12352,33
01754,38
03028,12
01407,17
11555,10
02214,4
07345,2
10059,18
06072,3
05813,4
03720,41
12039,39
09587,4
11345,1
03544,2
05621,12
03291,5
05043,11
08259,18
09416,38
10830,5
01843,31
07850,6
10689,12
06631,1
09814,2
08661,5
05225,6
02991,7
09408,25
09045,5
01502,8
08608,2
00577,2
08066,9
00160,13
11133,10
05803,4
07321,38
10961,23
05314,35
00775,4
09819,13
07449,2
11855,38
06795,4
07586,25
04615,33
01057,33
03669,9
06437,31
11429,38
01626,38
08775,4
03516,9
10160,17
02142,12
10095,3
00654,12
02777,18
09803,13
02579,12
09502,11
07487,35
05464,23
08875,38
09280,10
02759,1
03879,7
02116,26
06902,1
06767,8
08698,9
02607,33
10286,9
04828,9
07906,5
09967,3
03020,12
10718,12
09238,2
03164,12
10605,9
03103,1
00747,2
08468,3
08768,15
07451,5
02722,12
03196,25
01394,2
04161,5
10629,3
10493,1
04540,2
11208,5
06760,2
07862,8
00368,31
10038,14
00694,29
00837,9
09163,18
10150,10
05849,4
07937,5
08465,25
00505,4
10074,11
04847,9
09499,4
04639,25
07331,26
08323,7
02430,4
11367,17
09130,13
04575,3
01631,10
00371,18
09627,28
10257,8
10310,4
09543,13
02841,38
01905,38
03825,14
07287,8
03250,11
06951,35
03805,5
02536,9
11075,5
00143,18
04557,25
09006,23
00931,5
02213,10
10568,8
01120,31
12217,25
06057,35
08232,1
03531,8
02738,28
07886,25
02974,18
06985,14
10427,8
05313,25
01758,36
05902,3
05052,8
00553,13
12428,9
05777,10
03962,1
12127,32
09573,4
09563,5
08886,5
02580,1
08004,7
01074,14
09911,1
03978,31
08825,13
07235,18
03617,31
09953,10
11707,14
00491,26
02771,29
07568,25
00152,11
02107,4
06375,36
09709,38
09807,4
11032,13
08193,36
01182,31
10188,24
11239,31
09535,38
11089,1
04702,25
02232,15
02701,35
03159,5
09471,9
11786,35
01058,15
10611,38
03968,40
11669,2
09952,12
01525,18
08913,38
02995,20
11019,11
10904,8
09194,10
06702,20
09588,17
05790,10
08586,14
11911,3
11256,17
02335,1
09616,35
03796,5
04028,7
05640,3
05330,2
06607,5
07764,10
01937,23
09498,9
03307,14
12426,6
11453,24
01903,2
02117,7
09834,31
02207,38
05482,15
07718,9
04130,38
09799,33
06841,5
00269,18
06639,0
05714,5
10687,38
02590,13
12412,22
07099,11
09390,3
02687,25
07039,7
12451,31
05891,8
03093,2
08511,13
12269,9
01522,17
11402,4
01917,10
06424,4
01485,12
00525,13
06897,18
11528,1
11771,0
09441,17
04194,10
01320,38
01085,8
04168,38
07901,4
04370,5
10378,13
08359,1
01348,7
12555,12
03013,3
07301,3
07339,10
11792,8
04357,2
12432,33
08509,13
07572,12
11562,5
11793,3
11551,2
06350,10
08344,40
00091,1
09898,8
04049,35
04876,15
10025,2
12475,40
06891,12
06737,1
06559,4
00178,13
04803,1
10787,28
09138,2
03874,7
01194,7
10607,3
07690,8
07508,18
06661,12
09816,1
09452,25
11074,25
10096,11
05335,31
00797,9
03446,4
10138,10
09513,1
09718,13
06585,10
05513,4
08587,26
04951,34
09436,9
04301,3
10231,5
07450,9
10012,4
05429,13
03420,1
07494,5
06039,1
03614,35
06165,38
03996,15
10864,3
03421,28
03294,31
05571,38
08939,10
00289,13
04140,13
07236,38
11874,18
09818,25
11546,2
01510,5
06681,9
10271,13
07692,25
05742,18
07163,3
06830,12
04133,30
03844,13
08551,12
09868,6
04409,18
00498,31
07889,38
05564,8
07394,1
07989,35
07189,17
05017,17
10716,25
03771,7
00921,25
03428,13
08590,18
03533,12
04487,4
01657,26
02688,7
03061,38
03750,35
05259,38
09279,30
11289,1
11835,3
01658,12
05552,13
04681,10
12348,5
08838,1
07876,18
09420,3
05521,4
04678,31
08077,3
01046,2
02626,8
05256,4
04311,38
02104,2
00437,10
06353,25
04871,12
08019,40
02542,10
10983,31
05363,25
03949,12
03022,28
03622,3
12109,11
02313,1
00679,8
12103,4
10889,9
07445,25
05690,2
09493,42
09555,5
04986,1
05326,4
11632,2
03555,5
12290,31
09955,38
10237,10
00892,33
07758,1
08992,9
01201,5
08975,12
06175,2
07027,18
12594,8
00172,26
02441,28
01935,17
00372,3
01146,9
05601,1
04294,15
08134,4
06157,6
00555,4
09619,11
04134,1
03613,9
07591,35
07271,36
12622,12
06642,11
00200,17
05433,11
03684,16
03564,31
01967,4
07865,10
02007,2
07066,1
08405,5
05615,17
09314,8
10996,17
04846,13
05528,35
09817,38
07849,5
09976,13
01886,18
11411,35
00774,3
12342,25
09708,8
02713,1
07471,38
03332,7
04931,11
03126,38
02286,10
04810,13
00981,7
04196,12
12122,13
00408,5
00642,17
06663,9
12043,1
07393,10
07076,13
12277,13
11185,38
00708,18
01724,12
05910,5
07535,11
09515,4
07629,12
01902,31
11010,13
07731,1
00082,25
05110,38
07497,18
09400,36
09884,12
04801,1
00096,3
10815,5
04550,38
09150,4
01228,30
01406,13
01268,2
10481,25
10352,23
07716,12
05483,8
07962,3
09534,35
09798,2
00713,33
07956,13
05740,5
11775,35
06816,26
07032,4
07961,14
10993,13
00742,35
08946,5
10023,4
00126,10
12512,10
11157,5
10759,25
12334,5
08078,35
06813,6
08685,31
00303,14
08298,1
11215,31
11381,14
09978,9
11867,34
05139,1
02900,13
03124,10
00967,3
02838,33
01564,22
02352,5
04401,15
02810,23
10425,31
06584,15
03916,2
01588,14
08949,25
00515,33
10565,2
08980,36
10367,11
00944,38
07770,9
00605,9
00596,8
00644,2
01636,10
08482,11
03194,28
06452,13
07649,13
00949,22
06277,35
05078,12
00661,13
01239,14
05887,13
07202,2
07259,5
09415,6
01700,6
03918,10
02770,12
00961,15
02087,31
05135,5
11078,7
05611,10
02403,23
07377,5
08223,35
11382,36
06221,5
01327,26
05375,5
02720,17
09301,8
05196,1
08237,10
03247,1
01997,12
11081,1
06540,2
10139,2
06504,25
09846,4
10997,13
04892,28
11068,23
12368,13
08888,25
09620,10
07363,8
07133,25
10164,16
10879,31
03858,4
11964,3
09541,5
06060,2
05993,1
03460,12
03066,12
03662,18
01598,2
05875,35
05746,12
00256,36
06588,8
01543,9
01909,8
00781,25
00550,8
04583,17
12167,39
09143,5
06052,12
01768,1
06598,5
07312,5
06187,5
04017,4
11553,38
05732,38
08282,25
10924,17
09474,5
01622,38
06701,15
00762,10
12481,5
03062,22
06211,13
03821,28
11422,35
03620,16
02043,2
06801,17
10392,17
00872,10
02371,2
11591,10
08367,1
06031,25
07823,25
08652,1
10113,11
08122,2
10985,1
02361,25
01240,12
01613,9
00959,25
08247,13
09097,4
11900,8
06746,12
03956,31
00267,25
00026,13
10072,9
08926,18
11864,1
01615,2
11014,9
04937,7
08721,25
11593,18
06731,26
10600,2
10812,12
06013,23
02073,4
05478,31
02776,25
02632,1
06476,22
03246,11
12096,18
10013,6
09157,11
06766,11
10664,25
09765,10
00360,9
04720,7
07651,5
02381,11
00607,38
00477,38
04590,10
10098,2
09302,34
04563,13
11981,38
00058,9
00352,16
08051,5
11554,12
10108,18
01572,25
06792,31
03912,28
06421,4
01138,12
00620,30
04048,27
01457,8
05073,38
08283,31
03154,14
09605,4
01820,8
09186,3
05962,16
02760,30
03945,12
08570,10
12577,25
03491,2
10545,18
07834,13
11664,14
03445,1
00331,18
06539,35
05889,8
03030,18
11478,8
10633,28
10892,9
09636,13
03791,8
00852,1
05623,10
06984,5
05843,1
01140,8
10932,4
12051,1
04087,38
00548,12
07807,12
02617,5
07674,14
01845,11
08983,33
00381,13
02743,9
06537,38
08928,3
05462,4
09845,8
01558,2
12012,29
08209,3
01869,25
10848,38
05569,8
09551,9
09019,26
10798,3
00700,3
05042,10
10279,9
12480,40
09812,11
12030,7
08567,8
07436,8
02406,34
07045,7
11280,4
04756,31
04527,13
01238,7
11580,22
07233,7
08417,13
03875,13
10288,2
01856,25
02248,38
10370,14
01360,26
06617,33
00819,2
02009,35
01208,35
06744,26
03653,38
07655,12
07931,25
05551,1
07871,4
10563,23
11332,11
07420,5
07680,25
07065,1
05820,3
00545,1
11039,11
00202,4
06885,12
05212,12
01480,25
08445,7
11716,38
04175,17
07326,8
02547,17
04597,3
06177,5
04485,13
06069,5
04538,5
00858,5
12336,39
07775,28
00055,35
10579,25
06379,34
08747,33
11673,2
11890,16
02056,32
09942,9
09975,35
01061,12
03288,31
07973,23
06326,3
08143,14
12492,4
06834,38
03114,1
02865,4
06862,21
10677,1
11560,13
09401,26
10118,13
08657,31
02521,15
02227,4
10872,1
01264,10
06922,17
08791,2
08537,12
12161,26
01718,11
10609,38
03648,12
01020,14
11265,10
11949,8
06528,18
03065,17
00619,38
02035,35
11534,17
09917,13
05084,5
02654,13
07994,3
08978,5
06680,10
06878,18
06080,13
07438,8
08138,15
09475,9
04602,29
07219,16
01100,35
07567,13
01640,36
07019,8
11783,5
08020,12
04754,19
00419,5
12422,11
01616,9
08224,4
12479,5
08526,7
12429,18
03144,3
02487,40
05750,4
06492,33
02261,13
05638,13
08205,42
12033,13
12306,10
01159,1
02090,31
03318,13
01591,38
05350,1
10275,1
11274,1
01765,38
10660,14
10322,7
07521,28
07677,31
00234,33
03461,1
03260,10
05208,3
12514,10
10247,7
10125,13
11200,4
10693,8
06596,8
08230,10
10513,1
05086,13
02181,26
02408,2
07856,13
09731,38
07217,32
01737,15
00089,13
11607,1
00066,18
05955,1
04603,34
08894,41
07130,5
06741,2
10925,3
04056,10
03710,17
09031,23
08329,38
09796,2
05389,17
04273,25
03336,2
12268,16
02666,13
10528,23
11210,8
09047,38
00035,17
04165,14
00709,16
05613,13
06991,25
02086,18
02221,12
00629,17
11117,10
03219,10
00623,17
04811,18
09035,8
08226,31
12121,15
04052,25
04289,25
11052,2
05917,15
00972,13
10140,31
07761,9
02978,35
01472,3
02000,38
00217,5
11266,20
04676,10
09728,4
04267,3
02203,10
10442,25
12561,7
03645,1
08390,3
03361,31
07844,35
03321,1
00495,31
10753,1
05297,12
11058,7
04777,15
10285,25
04089,13
03177,26
08440,4
07530,1
11374,10
07297,9
08620,23
12572,15
05771,12
01829,38
08374,9
01145,14
03346,3
04755,8
09768,1
04508,12
04467,12
08981,38
07215,14
06359,4
04381,5
00036,2
03619,2
08021,34
05529,12
11914,2
09538,25
11331,10
09066,26
09463,11
06965,8
02517,31
09342,17
08820,5
08727,9
02264,13
07042,12
02039,13
07694,38
10828,2
11576,5
02123,13
08368,28
03411,8
03116,17
01506,1
00210,15
04524,5
08899,31
10949,11
03236,41
05720,15
06104,4
08823,3
06383,8
12129,8
04830,10
00564,11
10073,5
05519,28
07855,1
00907,31
04687,6
06173,7
02524,10
01684,31
08300,18
06520,13
10767,13
05691,11
05805,37
05285,12
11050,11
11943,4
11714,34
07580,3
05595,12
01181,17
11373,5
02692,38
05029,3
06477,31
09497,25
05856,7
01581,13
08654,13
05300,31
03808,10
01973,1
01106,8
11866,31
12323,8
04179,4
05966,9
05775,13
00448,38
07092,11
08531,15
04886,21
05766,39
09956,5
07681,4
06112,12
05997,8
09449,17
07118,31
08788,8
02405,1
10343,33
11590,10
01067,32
05792,5
11615,13
12562,5
10854,8
05667,31
00402,10
07303,35
06823,2
05871,18
06743,13
04511,30
08311,1
11832,31
03535,35
01446,12
07852,2
07096,24
03005,12
00821,14
08593,11
09746,15
09532,14
03012,26
06879,14
05911,10
08233,9
04853,12
02884,10
11160,1
02999,5
00868,25
04808,4
03373,31
12226,25
01386,4
11283,9
00866,3
04616,38
02160,0
07025,10
06894,4
02171,2
06958,39
10650,2
12549,8
06913,18
08802,5
02996,25
05454,5
01660,7
05342,28
04556,9
05158,38
07639,12
04715,16
03136,1
04781,4
06986,23
11458,38
03733,11
11820,25
09170,30
03330,4
02386,13
12356,12
10665,38
00260,35
10203,18
08197,10
09553,27
04184,9
08135,9
02780,8
06719,17
02446,18
11220,14
09338,5
09565,9
07673,38
00983,2
12136,2
04591,26
10102,17
03795,11
05715,2
08893,10
02491,9
04726,1
06643,11
10637,14
01310,5
12206,2
04488,8
09285,35
02250,1
11190,14
04737,14
01040,38
03494,25
02266,2
09797,25
08032,8
12128,38
02122,11
00446,25
06963,3
04211,17
07679,8
00778,3
02465,12
01060,2
04912,9
00625,13
00312,38
11090,12
01011,10
03948,25
12324,12
05299,36
06048,12
05602,1
10569,1
04265,15
04972,7
03966,9
03490,11
11592,14
03530,4
03626,25
02929,10
11309,7
01104,31
10309,14
06501,34
06515,38
05650,12
04386,1
02322,7
07155,5
04415,30
04410,1
11940,25
00471,35
04419,8
05324,8
02411,9
09500,7
03920,12
10754,2
04696,31
09056,31
02784,38
03567,1
10220,13
05448,15
04462,38
11766,3
05876,4
07210,7
02041,4
09123,35
07806,38
08603,25
06950,9
04685,1
02582,34
06837,1
11598,5
05414,4
05490,40
04991,39
04328,9
01328,13
08006,18
12007,38
02400,28
08085,7
07237,12
12327,2
09941,6
10438,10
12338,35
09188,10
06046,7
00165,9
05128,16
11600,8
08411,4
07380,3
03607,8
09886,4
00840,12
10486,5
12070,2
11533,4
10267,7
00356,35
04365,38
02693,4
08725,12
04507,17
09788,1
00432,34
09175,5
05670,31
10439,42
00025,11
11574,9
10780,18
08591,10
04387,1
01302,14
10346,8
05430,25
11643,31
07309,1
09597,38
11258,8
11809,18
10472,16
10135,4
02289,13
07683,7
07748,11
04044,25
03044,10
03985,1
01452,5
11462,2
11064,5
01668,12
02911,12
03212,2
02703,38
10681,11
00814,17
10737,2
05094,10
02422,31
00222,5
04202,13
05164,18
12501,33
00416,10
09723,11
05024,13
10354,38
09700,5
12179,17
02917,7
07343,16
10492,10
00454,1
08520,35
09439,4
11531,18
11287,9
12386,15
04253,5
05830,1
00038,16
08161,4
09173,38
06374,13
03383,11
06388,13
06867,12
10066,3
05050,25
12170,9
03333,31
02392,11
10557,11
08519,18
07351,35
03716,2
08966,19
01727,40
11906,8
00809,1
03668,14
12114,6
08782,34
00040,7
01105,2
10383,33
02531,25
06555,7
01499,8
00288,17
07879,5
08504,9
00423,9
12389,13
06122,26
06368,14
00839,12
03118,1
07887,10
06079,34
08944,26
11145,8
05584,17
05045,17
04841,7
03731,13
06155,31
11091,16
03391,31
03485,25
06189,7
01433,8
02115,13
11232,35
11412,10
03601,14
05074,9
01063,2
03758,10
06450,8
02119,3
08773,27
06314,35
05553,9
00526,3
10527,29
11596,5
02921,25
07267,38
06955,5
02781,25
05661,7
04083,15
00889,2
00206,2
04171,10
01701,5
10443,38
09217,37
05051,14
12542,4
04697,27
00302,2
00759,10
03393,3
00671,10
10653,18
02801,12
10274,33
08699,25
00606,5
06124,3
03590,17
03942,5
03954,38
05518,27
04730,3
10721,39
03292,10
02153,7
12353,36
01008,25
05759,4
06790,25
08031,40
04070,30
06030,15
06451,4
03096,10
06271,12
11877,26
08132,8
09347,5
03115,12
04047,17
05165,28
01920,8
09752,11
09617,38
07333,4
06094,12
07654,12
01362,8
06016,8
07500,6
12193,35
11620,4
02772,3
10215,14
10339,8
07997,18
04354,13
07188,5
03932,35
06050,18
05417,12
00565,23
05658,38
12521,2
09734,5
04177,4
01836,15
05424,14
12463,2
02893,31
00628,2
04334,8
11009,38
00587,30
08387,8
03281,4
11022,25
02001,38
10473,1
09412,11
07496,13
07577,4
09319,8
05096,13
08291,13
00643,11
02466,2
04570,0
09399,10
08642,9
06673,9
03556,2
11747,14
09021,2
01770,5
08514,17
01666,16
02433,25
10585,4
01137,28
07640,40
00341,29
03326,9
03517,38
05560,8
02963,17
00719,5
12458,10
08841,29
02271,13
08345,7
00452,2
10661,35
04412,12
09872,3
06844,33
09749,2
04276,18
03438,7
09422,38
11522,4
11115,35
06802,25
05527,13
07738,1
04872,4
07159,8
12092,38
09667,4
04741,4
08911,12
07041,31
11267,10
02362,8
12575,2
00213,5
03697,12
06167,18
06581,13
07015,38
09012,11
08072,13
02662,13
09061,12
00105,4
06890,11
07396,17
03835,20
10390,18
02008,4
02280,38
02925,13
06042,25
05753,5
02962,22
06370,35
01846,5
03738,31
06434,31
11719,2
12308,2
03043,28
03871,33
10896,15
02749,13
08413,28
03734,38
08581,31
11718,3
00159,4
03692,12
12314,25
02966,26
01232,4
10440,35
05474,38
06460,12
01663,31
06620,9
02696,11
06285,21
03369,22
03744,12
06903,1
08242,2
01441,25
00008,18
04466,14
02394,5
04635,20
11377,36
11821,18
05987,13
12243,15
01957,7
05153,2
01704,10
01536,38
01147,4
08380,10
05395,7
06318,38
09903,9
03045,35
08462,19
09878,17
04243,14
07874,14
03265,10
10200,33
08285,8
03145,9
01827,23
00677,18
09829,8
00506,32
03474,1
12149,26
03636,8
01132,1
00144,17
00060,38
07616,2
01884,2
06386,12
06058,4
12624,25
06140,25
04363,9
02980,9
07371,4
01671,10
07373,2
12011,3
08361,31
10167,33
02983,5
07031,13
10475,18
09085,8
00608,28
09278,5
11246,18
05651,5
09166,13
05317,35
03509,38
02275,12
07631,6
05113,7
04675,39
08128,7
01078,11
00203,1
09368,35
01221,17
01547,5
09214,2
09664,14
00239,18
09988,13
05969,13
01478,4
01971,9
07117,12
03837,6
01339,31
02988,33
06441,34
06308,2
09243,8
02025,15
06172,10
02605,2
02555,24
03806,11
12375,28
00418,10
09773,2
05402,13
07831,4
06160,10
06997,11
07221,15
05561,12
09325,8
04351,4
07747,38
01130,13
09069,2
06575,2
04038,28
00676,25
03611,4
01089,4
03538,10
06378,38
11334,12
02447,6
10489,23
12615,10
07340,25
02169,2
02606,28
05234,38
08628,14
00349,28
07024,10
10556,25
04459,9
06415,38
06369,31
03245,10
05664,16
03063,18
04393,10
04769,12
00475,12
04458,37
07538,8
01961,20
10739,15
05659,40
10474,4
07329,25
10314,33
08904,2
06269,23
08025,18
02695,13
00199,28
10888,35
02576,25
02718,10
03206,7
10833,16
07732,12
09028,1
09316,14
07620,2
01306,4
07607,7
08803,5
04680,1
06887,38
03789,35
04129,6
06453,2
08890,32
09156,13
08910,18
06980,25
00155,3
06531,4
10225,14
11277,12
09141,32
09067,38
05907,38
02830,12
03497,10
04347,12
01565,1
12373,9
02269,2
08410,23
01102,2
00147,9
11490,2
07485,21
06536,2
06729,12
09442,38
05855,10
12397,2
06946,0
08166,25
01235,34
00030,5
04856,13
11288,31
00374,13
05219,38
04819,31
02088,1
03335,1
01234,2
11962,34
12381,12
07315,35
06748,13
04576,4
01459,13
08355,25
04910,13
04604,1
03520,2
05869,12
06303,23
05159,4
08610,12
05705,41
08634,1
00306,41
07277,18
01806,38
06354,5
05724,6
02033,6
00833,18
03108,38
10229,2
04752,1
03913,35
07437,2
01156,4
00802,5
06429,1
00725,13
08388,25
03465,38
00602,4
02129,13
04644,5
00280,8
05095,22
08764,34
06590,11
00887,1
02619,10
08826,28
10936,22
01542,3
06184,6
05168,10
09661,30
00920,12
03109,39
05476,18
09059,15
01022,11
04120,4
07415,2
04949,13
12230,2
11745,6
10033,8
05011,1
07804,13
00856,1
08733,2
04898,40
02128,16
10709,38
01342,13
05273,4
05704,3
09758,3
09447,6
04248,25
02873,38
03606,12
10723,10
11001,8
08441,1
03083,2
07868,35
04157,18
02259,10
09454,7
03809,14
04115,31
05986,9
03033,38
07788,34
01919,35
11321,11
10360,14
08723,13
08486,6
02154,1
06674,38
03936,12
01879,25
00894,35
02912,26
10624,24
01723,15
10122,10
00435,6
11950,25
02861,4
10180,5
06445,11
04075,1
11729,12
02574,1
04156,25
10232,2
10705,4
09171,13
03647,14
06306,1
02887,4
07452,25
01219,11
12482,5
01899,38
05231,3
12592,25
12410,35
02977,38
09425,13
01839,35
03451,2
06367,4
03794,10
10810,35
09951,31
03052,25
03749,31
06338,26
11603,2
00377,13
09005,14
04300,23
04727,1
07714,25
03953,38
12315,25
02827,1
06366,8
05645,5
05867,13
06105,38
03869,33
05407,14
08523,5
06915,10
11980,31
03660,5
12090,18
00247,8
03848,10
07481,33
00468,14
02560,2
08211,1
10885,2
01243,35
00184,25
09753,25
01122,35
08162,33
03924,9
03401,9
07467,20
03229,15
04478,1
00974,10
03171,8
10052,13
08364,25
00208,13
02071,12
12317,24
05786,10
05738,10
06107,9
02493,2
08308,22
03964,40
12260,2
11269,8
04021,11
03299,2
06516,5
03860,25
03290,26
12510,4
10490,8
12602,24
06697,25
03672,33
11378,1
04241,18
03469,36
07443,12
08769,32
08421,4
05517,17
02834,42
01185,12
04574,5
03868,25
00583,1
12529,38
10999,18
00131,5
04369,35
05265,4
12044,12
00057,26
10435,14
05318,18
05015,2
10323,7
06886,1
08338,10
07205,8
05782,12
04162,25
05532,17
08084,12
02746,12
03242,7
05537,1
05990,17
11222,8
04298,1
11619,8
03140,5
06085,6
11770,16
10542,4
11125,2
04776,13
09385,13
06289,33
11213,5
03444,5
00109,3
00946,13
03757,31
02790,31
02316,31
06247,1
09638,5
00102,10
08680,13
00232,33
05214,5
06589,17
09372,35
11098,1
01409,1
04995,26
10674,26
00385,25
10306,2
08324,35
06056,12
03424,12
09259,35
11388,1
05669,5
03906,38
00013,8
09275,18
01006,38
03528,38
11701,8
07077,10
05009,9
08849,18
02554,10
06911,10
05578,33
02943,18
02998,41
02664,25
07245,30
12582,3
05385,7
11808,31
11460,8
06372,5
02070,11
01442,18
08104,41
03810,1
08843,11
01853,5
01109,38
03724,39
09964,12
08196,3
07554,12
05686,5
02819,38
04187,25
05807,25
09237,2
01390,8
11726,29
09691,8
03667,14
02820,12
02712,1
05405,26
03969,13
05422,25
08842,1
08535,12
05260,1
06861,17
02651,12
10971,38
11498,15
09119,5
08858,6
09111,11
